date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:06:11	1796/1796	U-----	200	untouched ('')	image/png	etag:%225ca51daf-704%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-canada.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-canada.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:06:11	2295/2295	U-----	200	untouched ('')	image/png	etag:%225ca51daf-8f7%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-greater-sudbury.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-greater-sudbury.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:06:51	2930/2930	U-----	200	untouched ('')	image/png	etag:%225ca51daf-b72%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-sudbury.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-sudbury.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:06:52	2403/2403	U-----	200	untouched ('')	image/png	etag:%225ca51daf-963%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-oac.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-oac.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:06:52	1914/1914	U-----	200	untouched ('')	image/png	etag:%225ca51daf-77a%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-nohfc.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-nohfc.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:06:53	2261/2261	U-----	200	untouched ('')	image/png	etag:%225ca51daf-8d5%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-ontario-creates.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-ontario-creates.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:07:33	2873/2873	U-----	200	untouched ('')	image/png	etag:%225ca51daf-b39%22	https://tnb3000.github.io/cion-site/dist/assets/img/logo-canada-sponsor.png	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/logo-canada-sponsor.png	(from https://tnb3000.github.io/cion-site/dist/blog.html)
23:07:33	1316592/1316592	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-1416f0%22	https://tnb3000.github.io/cion-site/dist/assets/img/crew.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/crew.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:07:34	439492/439492	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-6b4c4%22	https://tnb3000.github.io/cion-site/dist/assets/img/filming.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/filming.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:07:34	203766/203766	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-31bf6%22	https://tnb3000.github.io/cion-site/dist/assets/img/highway.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/highway.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:08:14	130464/130464	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-1fda0%22	https://tnb3000.github.io/cion-site/dist/assets/img/bg-crewdatabase.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/bg-crewdatabase.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:08:15	926907/926907	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-e24bb%22	https://tnb3000.github.io/cion-site/dist/assets/img/bg-forest.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/bg-forest.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:08:16	478862/478862	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-74e8e%22	https://tnb3000.github.io/cion-site/dist/assets/img/bg-musicians.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/bg-musicians.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:08:16	376932/376932	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-5c064%22	https://tnb3000.github.io/cion-site/dist/assets/img/bg-northern-music.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/bg-northern-music.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
23:08:16	220482/220482	U-----	200	untouched ('')	image/jpeg	etag:%225ca51daf-35d42%22	https://tnb3000.github.io/cion-site/dist/assets/img/studio.jpg	/Users/emanuel/websites/Cions/tnb3000.github.io/cion-site/dist/assets/img/studio.jpg	(from https://tnb3000.github.io/cion-site/dist/css/main.css)
